Source,Link,Title,Content
Waterford City & County Council,departments/corporate/digital-broadband/index.htm,Waterford City & County Council : Digital & Broadband in Waterford,"Waterford's Digital Strategy
Waterford City & County Council has prepared a Digital Strategy to set the framework of support for communities and businesses to reap the full rewards of a digitally enabled society.	
 As part of the process, a period of public consultation ran in 2021, with an issues paper thereafter developed with feedback from the consultation and stakeholder engagement. It presented an overview of the strategy framework, set out questions and encouraged discussion that was considered in the Strategy creation. 
Local input was vital to the entire Digital Strategy process with the Issues Paper  stimulating interest and  debate resulting in constructive, positive and helpful feedback.
Find our documents below:
Digital Strategy 2022-2026
Appendices
Strategic Issues Paper




The development of a digital strategy for Waterford commenced back in early 2018 when a steering group was formed. The four main themes of the digital strategy; are:

Digital Infrastructure
Citizen/Community
Digital Economy
Digital Council


The working group is charged with developing objectives and actions for the Digital Strategy Implementation Plan under each theme and contributing to the Digital Strategy Report. Waterford's Broadband Officer is coordinating the digital strategy through the working group and the Department of Communications (DCCAE), the Department of Rural and Community Development (DRCD) and their appointed consultants to deliver our local digital strategy.

A digital readiness assessment was completed in 2018, followed by training at national digital strategy workshops which led to the creation of guidelines for development of local digital strategies. These guidelines are helping to progress to report completion by laying out a strategy roadmap.
For more information on digital strategy for Waterford please contact the Broadband Development Officer at broadband@waterfordcouncil.ie .
See also the National Digital Strategy 2013 here. 



Contact the Broadband Officer


058-20835 
        Contact: Jack Doyle
broadbandofficer@waterfordcouncil.ie


Information Systems Office, 3rd Floor, Civic Offices, Dungarvan


Waterford's Digital Strategy
Waterford City & County Council has prepared a Digital Strategy to set the framework of support for communities and businesses to reap the full rewards of a digitally enabled society.	
 As part of the process, a period of public consultation ran in 2021, with an issues paper thereafter developed with feedback from the consultation and stakeholder engagement. It presented an overview of the strategy framework, set out questions and encouraged discussion that was considered in the Strategy creation. 
Local input was vital to the entire Digital Strategy process with the Issues Paper  stimulating interest and  debate resulting in constructive, positive and helpful feedback.
Find our documents below:
Digital Strategy 2022-2026
Appendices
Strategic Issues Paper




The development of a digital strategy for Waterford commenced back in early 2018 when a steering group was formed. The four main themes of the digital strategy; are:

Digital Infrastructure
Citizen/Community
Digital Economy
Digital Council


The working group is charged with developing objectives and actions for the Digital Strategy Implementation Plan under each theme and contributing to the Digital Strategy Report. Waterford's Broadband Officer is coordinating the digital strategy through the working group and the Department of Communications (DCCAE), the Department of Rural and Community Development (DRCD) and their appointed consultants to deliver our local digital strategy.

A digital readiness assessment was completed in 2018, followed by training at national digital strategy workshops which led to the creation of guidelines for development of local digital strategies. These guidelines are helping to progress to report completion by laying out a strategy roadmap.
For more information on digital strategy for Waterford please contact the Broadband Development Officer at broadband@waterfordcouncil.ie .
See also the National Digital Strategy 2013 here. 
Waterford City & County Council has prepared a Digital Strategy to set the framework of support for communities and businesses to reap the full rewards of a digitally enabled society.	
 As part of the process, a period of public consultation ran in 2021, with an issues paper thereafter developed with feedback from the consultation and stakeholder engagement. It presented an overview of the strategy framework, set out questions and encouraged discussion that was considered in the Strategy creation. 
Local input was vital to the entire Digital Strategy process with the Issues Paper  stimulating interest and  debate resulting in constructive, positive and helpful feedback.
Find our documents below:
Digital Strategy 2022-2026
Appendices
Strategic Issues Paper




The development of a digital strategy for Waterford commenced back in early 2018 when a steering group was formed. The four main themes of the digital strategy; are:As part of the process, a period of public consultation ran in 2021, with an issues paper thereafter developed with feedback from the consultation and stakeholder engagement. It presented an overview of the strategy framework, set out questions and encouraged discussion that was considered in the Strategy creation. 
Local input was vital to the entire Digital Strategy process with the Issues Paper  stimulating interest and  debate resulting in constructive, positive and helpful feedback.
Find our documents below:
Digital Strategy 2022-2026
Appendices
Strategic Issues Paper


Find our documents below:
Digital Strategy 2022-2026
Appendices
Strategic Issues Paper

Digital Infrastructure
Citizen/Community
Digital Economy
Digital Council

The working group is charged with developing objectives and actions for the Digital Strategy Implementation Plan under each theme and contributing to the Digital Strategy Report. Waterford's Broadband Officer is coordinating the digital strategy through the working group and the Department of Communications (DCCAE), the Department of Rural and Community Development (DRCD) and their appointed consultants to deliver our local digital strategy.
A digital readiness assessment was completed in 2018, followed by training at national digital strategy workshops which led to the creation of guidelines for development of local digital strategies. These guidelines are helping to progress to report completion by laying out a strategy roadmap.For more information on digital strategy for Waterford please contact the Broadband Development Officer at broadband@waterfordcouncil.ie .See also the National Digital Strategy 2013 here. 058-20835 
        Contact: Jack Doyle
broadbandofficer@waterfordcouncil.ie

"
Waterford City & County Council,departments/corporate/ict.htm,Waterford City & County Council : ICT Department,"The Information Systems Department provides efficient IT service for customers, staff and Council members of Waterford City & County Council. Currently, the general focus of IT work is to finish out the integration of systems between the former City and County Councils to allow the amalgamated council operate as a single entity and provide a uniform service at all locations in the city and county.0818 10 20 20 
contact@waterfordcouncil.ie

"
Waterford City & County Council,departments/corporate/index.htm,Waterford City & County Council : Corporate Services Department,"The Corporate Services department of Waterford City & County Council is responsible for:
0818 10 20 20
contact@waterfordcouncil.ie
Opening Hours: Monday to Friday, 9:00am to 1:00pm and 2:00pm to 5:00pm. 
"
Waterford City & County Council,departments/corporate/legal.htm,Waterford City & County Council : Legal Information,"Data Protection
   
      Data protection is about your fundamental right as an individual to privacy. You have the right to access and correct data about yourself that the Council may hold. As an organisation, we have to abide by certain principles in relation to this. For more detailed information, see the website for the Data Protection Commissioner. 
	  
	  Data Protection PolicyFreedom of Information

Ethics Register

Privacy Statement

Disclaimer


"
Waterford City & County Council,departments/corporate/oifig-na-gaeilge/baile-seirbhise-gaeltachta.htm,Waterford City & County Council : Baile Seirbh√É ≠se Gaeltachta,"Gaeltacht Service Towns Public Consultation, September 2021""D√É ∫n Garbh·n le Gaeilge"" is requesting your feedback regarding the measures contained in a draft Language Plan for Dungarvan as a Gaeltacht Service Town, available to view here.This is an Irish language document, but a summary in English of all the measures (particularly in relation to Family & Youth, Business and Education) is available on pages 3-9.Any suggestions or observations can be sent through e-mail to bsgdungarbhan@gmail.com by Wednesday September 8th. We are looking forward to hearing from you!Further information on the Language Planning Process and the Gaeltacht Service Towns is available at:Dungarvan - A Gaeltacht Service Town
   
As per The Gaeltacht Act of 2012, Dungarvan is one of 16 'Gaeltacht Service Towns' - i.e. towns that are ""situated in or adjacent to Gaeltacht Language Planning Areas and which have a significant role in providing public services, recreational, social and commercial facilities for those areas"". Under the Regulations, Dungarvan will be seeking official recognition as a Gaeltacht Service Town and a local committee, D√É ∫n Garbh·n le Gaeilge, has already been established to undertake this process. This committee will have to draft and implement a Language Plan for the town of Dungarvan. This will be a community driven plan, aimed at increasing the use of Irish in the home, in the community, in education, in business and in public. The committee will work with interested parties throughout the town to prepare and implement this plan.If you would like to be part of this process, or sit on the committee, you can contact:
   
   Further information on the Language Planning Process and the Gaeltacht Service Towns is available at:
	   
	   C√É ≥ipcheart  © Comhairle Cathrach & Contae Phort L·irge "
Waterford City & County Council,departments/corporate/oifig-na-gaeilge/index.htm,Waterford City & County Council : Oifig Na Gaeilge,"Irish Language and Services
The Council's Irish Officer works towards the promotion and development of the Irish language through the services of the Council and amongst the public in general.Waterford City and County Council has a legislative obligation, under the Official Languages Act 2003, to provide services in the Irish language to the public of equal standard to those provided through English. See details of the Irish Language Scheme  2022 - 2025 here.Our Customer Charter commits to ""providing an efficient and courteous customer service""ù and it also states that ""customers wishing to conduct their business through Irish will be welcomed.""ùThis section of the site outlines the various activities in support of the Irish language carried out by the Irish Office of Waterford City & County Council.If you have any query on any of the Council's Irish language services, or if you would like to conduct your business in Irish, you can contact us on gaeilge@waterfordcouncil.ie or click here for a list of those that those staff members within the Council who can help you conduct your business through Irish.0818 10 20 20 
gaeilge@waterfordcouncil.ie

"
Waterford City & County Council,departments/corporate/property-management.htm,Waterford City & County Council : Property Management,"The Property Management Department manages land and property (other than local authority houses) owned by Waterford City and County Council.The section works with various directorates in the Council to achieve optimum use of the Council's Landbank and acquires land and property rights required for the Council's various infrastructural projects.0818 10 20 20 
contact@waterfordcouncil.ie

"
Waterford City & County Council,departments/culture-heritage/archives/collections/dungarvan.htm,Waterford City & County Council : Archives : Collections,"Dungarvan has a long history of local administration.An Act of Parliament held under Edward IV in 1463 at Wexford refers to 'The Portreeve and Commons of the Town of Dungarvan'. On 4 January 1609/1610 James I granted a charter to Dungarvan stating that there should be a corporate body within the borough consisting of a Sovereign, Brethren and Free Burgesses. However, by the end of the seventeenth century it appears that the corporation ceased to function in Dungarvan.Local government in Dungarvan was reintroduced when a town meeting was held in order to adopt the Town's Improvement Act 1854. The first election of the new Town Commissioners was held in the Magistrate's room in the Courthouse on 29th January 1855.On 8th June 1863 the Dungarvan Harbour, Markets and Improvement Act 1863 was passed. This act enabled the Dungarvan Town Commissioners to extend and regulate the markets of Dungarvan and allowed for the transfer of the management of the roads and bridges in the town from the Waterford Grand Jury to the Dungarvan Town Commissioners. The Act allowed the Commissioners to hold property and lands, to act as a Harbour Authority and collect Harbour dues. It also allowed the Commissioners to collect rates, borrow money and have control of the markets and roads within the town.Under the Local Government (Ireland) Act, 1898 local government in Ireland was reorganised and Dungarvan became an urban district. Local elections were held and new Urban District Councillors were elected. On 23rd January 1899, the first meeting of the Dungarvan Urban District Council was held.The Minute Books for the period 1855-1900 detail the work of the Town Commissioners, recording the improvements on the town of Dungarvan, the work of the Commissioners as a harbour authority and the functions of the Town Commissioners as a sanitary authority under the Public Health Act, 1875. The Commissioners dealt with and oversaw the maintenance of the roads, harbour, markets, waterworks and provided artisan's dwellings under the Housing of the Working Classes Act, 1890.Following the Local Government (Ireland) Act, 1898 the Minute Books detail the work of Dungarvan Urban District Council. It is of interest to note that the same Minute Book (UDC/1/8) was used to record the last meetings of the Dungarvan Town Commissioners and with the turn of a page was used to record the first meetings of the Dungarvan Urban District Council.The Minutes for the meetings of Dungarvan Urban District Council record the elections of councillors, the striking of rates, the provision of housing and sanitary services for Dungarvan, the maintenance and improvement of the harbour and town and the resolutions of the urban district councillors. Click here for a sample of Minutes.The Minutes of the Meetings of Dungarvan Town Commissioners and Dungarvan Urban District Council are an invaluable record for the town of Dungarvan. The developments of the town can be traced under both administrations and the growth of the town is clearly recorded. Events of local, national and international significance are also recorded.  The heroic sea rescues and tragic losses at sea are recorded within the pages of the Minute Books. The presence of Belgian refugees in Dungarvan during the First World War was recorded in the minutes (UDC/1/11) and a concert in aid of the Belgians was held in the Town Hall in Dungarvan on Monday 7th December 1914.The allegiance of the Urban District Council to D·il …ireann was recorded in the Minutes of the Dungarvan Urban District Council. The arrest of Patrick Whelan, urban district councillor, by the British authorities was recorded (UDC/1/12). The Urban District Council (UDC/1/18) supported the stance of Eamonn de Valera in maintaining the neutrality of Ireland during the Second World War. The visit of the mayor of Chicago to Dungarvan in 1964 is recorded in the minutes (UDC/1/19).  The Minute Books of the Town Commissioners and Urban District Council were maintained by the Urban District Council in the Town Hall, Friary Street until the Urban District Council moved to new premises in the Civic Offices, Dungarvan. At this time the Minute Books and other records were boxed and transferred to the Waterford County Archive Service.Little beyond the Minute Books survive for the Dungarvan Town Commissioners and the records of the Town Commissioners and the earlier Corporation may have been lost when the old Market House in Lower Main Street was sold by the Duke of Devonshire in 1861. Records relating to Dungarvan Corporation may be found among the Lismore and Chatsworth papers due to the close association between the Corporation and the Dukes of Devonshire.Further records in relation to the Dungarvan Town Commissioners and the early days of the Dungarvan Urban District Council were destroyed in the 1950s during an over enthusiastic cleaning of the Town Hall in Friary Street.However, there are a number of early files and maps among the records retained in the Town Hall, which were then transferred to Waterford County Archive Service. In 1990 Dungarvan Museum came into the possession of the papers of John Hunt of Bayview House, Ballinacourty, Dungarvan who had been solicitor for the local authority in Dungarvan from c. 1870 - c. 1920 and these are available to researchers at Waterford County Museum, Old Town Hall in Friary Street, Dungarvan. You may also want to check out the award-winning Waterford County Museum website.
For a more detailed history of Dungarvan Corporation and Dungarvan Town Commissioners, a calendar of the Minutes from 1855-1950 and details of further records in relation to local government and developments in Dungarvan see A Calendar of the Minutes and Records of Dungarvan Town Commissioners and Urban District Council 1855-1950 by William Fraher, 1991 (LSHBNF 352.04191, Waterford City and County Library). Click here for the Library Catalogue.This calendar is invaluable as it contains a detailed account of the minutes allowing for a quick search for information. It also contains the only record of a volume UDC/1/6 for the period 16 April 1883-27 June 1888 which was not found among the material boxed and transferred to the Archive Store from the old Town Hall.
"
Waterford City & County Council,departments/culture-heritage/archives/collections/grand-jury.htm,Waterford City & County Council : Grand Jury Collection,"Waterford County was established by the writ of John, King of England and Wales and Lord of Ireland in the thirteenth century. In the medieval period a Sheriff, appointed by royal authority, administered the county. The Sheriff was responsible for the collection of taxes, repair of castles, gaols, arrangements for court sessions, the policing of the county, the election of a Coroner and the construction of roads and other public works. The King's Judges visited twice yearly to hold Assizes with the assistance of the Grand Jury. The members of the Grand Jury were chosen by the Sheriff from among the largest landowners in the county.From the seventeenth century the Grand Jury began to acquire functions beyond the administration of justice and became involved in the provision of roads and bridges and the collection of county cess, the tax levied to pay for these works.  A limited franchise was also introduced and elections were carried out for membership of the Grand Jury. Details of the franchise legislation can be found in the collection. (GJ/30) 
Gradually they accumulated further functions.By the beginning of the nineteenth century they were responsible for a wide range of works and services including roads and bridges, lunatic asylums, county infirmaries and fever hospitals, dispensaries, courthouses and gaols. It is this period, the nineteenth century, which the collection details.
The Query Books (GJ/1-8) provide information regarding the maintenance of roads and bridges and of works such as the construction of piers and the development of the railway in Waterford County.
The Contract Books (GJ/15-18) and the Assize Presentment Books (GJ/9-14) detail the contracts for the building of roads and the other construction work undertaken in the county.
The Account Books (GJ/21-23) provide evidence of the county cess paid by individuals and the manner in which these funds were expended.
Click here to see the Grand Jury Descriptive lists.
The administrative powers and duties of the grand juries were transferred to County Councils and Rural District Councils by the Local Government (Ireland) Act, 1898.The archives of the grand jury are a valuable resource as they provide evidence of the beginning of the county infrastructure, as we know it today. Many of the roads, bridges and piers still in use today were originally built under the aegis of the grand jury. These records also provide evidence of the building of railway lines in the county, many of which are no longer in use or existence. The accounts of the grand jury (GJ/21-25) also contain a glimpse at the social conditions of the time with entries such as payments made for the maintenance and transport of prisoners.Due to the small size of the collection, little arrangement has been carried out. It has simply been arranged with the 'Query Books' and 'Contract Books' followed by the 'Account Books' in order to show, first, the work carried out by the grand jury and then the cost of carrying out these works and services.Similar records can be found among the archives of other County Councils in Ireland.
"
Waterford City & County Council,departments/culture-heritage/archives/collections/private-papers.htm,Waterford City & County Council : Private Papers,"The City and County Archive holds some private paper collections. These include the Chearnley Papers, which date from 1671 to 1915 and relate to the Musgrave and Chearnley families living in Salterbridge, barony of Coshmore and Coshbride, County Waterford.The archive also holds the papers of Hugh Ryan a local historian and scholar. The collection includes political pamphlets relating to Irish nationalism from 1900-1960 and records relating to a survey of the gravestones of Mothel burial ground, parish of Mothel and Rathgormack carried out by Hugh Ryan and published in Decies volumes 38-42. The collections also include the papers of Waterford Chamber of Commerce and archives in relation to Thomas Francis Meagher.Further collections of estate records, business records and private records relating to Waterford City and County will be made available to the public as the City and County Archive develops and expands its collections.The City and County Archive also provides advice and guidance to organisations and individuals who hold archival collections in Waterford City and County.Cappoquin House and Gardens holds a collection of archives and is working to preserve these archives and make them accessible. With assistance from the Heritage Council the papers of Sir John Keane (1873-1956), 5th Baronet have been boxed in archival boxes and listed by Dr. Mel Farrell.)
"
Waterford City & County Council,departments/culture-heritage/archives/collections/workhouses.htm,Waterford City & County Council : Workhouses / Board of Guardians Collection,"The Boards of Guardians were established under the Poor Law Act, 1838.  This Act divided the country into a number of Poor Law Unions each of which had a Board of Guardians and a Workhouse. County Waterford had four poor law unions: Dungarvan, Kilmacthomas, Lismore and Waterford City. The members of the Board of Guardians were local landowners. The Boards of Guardians were given the responsibility for the ""social welfare"" and public health of the people within the poor law union.The City and County Archive holds the minutes of the meetings of the Boards of Guardians. At the beginning of the meetings held each week statistics are filled in detailing the number and categories of people admitted and dying in the Workhouse. This is naturally of interest in determining the effect of the Famine in the local area. The minutes also provide information on the food consumed in the Workhouse and the manner in which the ""inmates"" spent their days. The minutes also provide information on outbreaks of disease in the area and events affecting the area. The Registers for the workhouses do not survive or have not been found to date, so there is no record of the admittances to each of the Workhouses.
"
Waterford City & County Council,departments/culture-heritage/archives/exhibitions.htm,Waterford City & County Council : Archives Exhibitions,"Waterford and World War I   
The following exhibition provides a glimpse into aspects of the First World War and life in Waterford 1914-1918 from the archives held in Waterford City and County.

[ See full details ... ] Waterford 1916-1918   
Waterford from 1916-1918 was a time of rebellion.

[ See full details ... ] 
  Shipwrecks off the Waterford Coast 1914-1918 
    There has been a long history of shipwrecks along the Waterford coast. During the First World War and the battle for control of the seas between the German and British navies many ships were sunk along the coast of Waterford in the period 1914-1918.
[ See full details ...]
  River Blackwater Maps   
The River Blackwater is an important feature in the landscape of County Waterford. The River Blackwater or Abhainn Mh√É ≥r (Great River) rises in County Kerry and flows eastwards through Counties Cork and Waterford until it reaches Cappoquin where it changes direction to flow south through County Waterford to reach the sea at Youghal in County Cork. 

[ See full details ... ] 
Holy Cross Church, Tramore   
An exhibition and information on Holy Cross Church, Tramore, Co. Waterford. 

[ See full details ... ] 
Notorious Women !   
An exhibition and information on Notorious Woman of Waterford. 

[ See full details ... ] 
Storybox: Licence to Dance   
As part of the Explore Your Archive Campaign run by the Archives and Records Association (UK and Ireland) to raise awareness of archives Waterford County Archive would like to invite you to explore the Licence to Dance in Waterford. 

[ See full details ... ] 
Storybox: A Step in Time    
As part of the Explore Your Archive Campaign run by the Archives and Records Association (UK and Ireland) to raise awareness of archives Waterford County Archive would like to invite you to explore footwear from finest fashions to the filthiest feet.


[ See full details ... ] 
Curraghmore Vouchers   
In the 19th century, the Curraghmore Estate was a large working estate with staff and tenants dependant upon the estate for their livelihoods. Among the surviving records for the Curraghmore Estate is a collection of vouchers that were given out by the Estate.

[ See full details ... ] 
Youghal Bridge - A Brief History   
A brief history of this important conduit between Waterford and Cork, to mark its 50th anniversary, which passed in 2013.

[ See full details ... ] 
Waterford & The Royal College of Physicians   
An interesting insight into how the College of Physicians come to own lands in County Waterford.

[ See full details ... ] 
Shipwrecks off the Waterford Coast 1914-1918 
    There has been a long history of shipwrecks along the Waterford coast. During the First World War and the battle for control of the seas between the German and British navies many ships were sunk along the coast of Waterford in the period 1914-1918.
[ See full details ...]
  River Blackwater Maps   
The River Blackwater is an important feature in the landscape of County Waterford. The River Blackwater or Abhainn Mh√É ≥r (Great River) rises in County Kerry and flows eastwards through Counties Cork and Waterford until it reaches Cappoquin where it changes direction to flow south through County Waterford to reach the sea at Youghal in County Cork. 

[ See full details ... ] 
Holy Cross Church, Tramore   
An exhibition and information on Holy Cross Church, Tramore, Co. Waterford. 

[ See full details ... ] 
Notorious Women !   
An exhibition and information on Notorious Woman of Waterford. 

[ See full details ... ] 
Storybox: Licence to Dance   
As part of the Explore Your Archive Campaign run by the Archives and Records Association (UK and Ireland) to raise awareness of archives Waterford County Archive would like to invite you to explore the Licence to Dance in Waterford. 

[ See full details ... ] 
Storybox: A Step in Time    
As part of the Explore Your Archive Campaign run by the Archives and Records Association (UK and Ireland) to raise awareness of archives Waterford County Archive would like to invite you to explore footwear from finest fashions to the filthiest feet.


[ See full details ... ] 
Curraghmore Vouchers   
In the 19th century, the Curraghmore Estate was a large working estate with staff and tenants dependant upon the estate for their livelihoods. Among the surviving records for the Curraghmore Estate is a collection of vouchers that were given out by the Estate.

[ See full details ... ] 
Youghal Bridge - A Brief History   
A brief history of this important conduit between Waterford and Cork, to mark its 50th anniversary, which passed in 2013.

[ See full details ... ] 
Waterford & The Royal College of Physicians   
An interesting insight into how the College of Physicians come to own lands in County Waterford.

[ See full details ... ] 
River Blackwater Maps   
The River Blackwater is an important feature in the landscape of County Waterford. The River Blackwater or Abhainn Mh√É ≥r (Great River) rises in County Kerry and flows eastwards through Counties Cork and Waterford until it reaches Cappoquin where it changes direction to flow south through County Waterford to reach the sea at Youghal in County Cork. 

[ See full details ... ] Holy Cross Church, Tramore   
An exhibition and information on Holy Cross Church, Tramore, Co. Waterford. 

[ See full details ... ] Notorious Women !   
An exhibition and information on Notorious Woman of Waterford. 

[ See full details ... ] Storybox: Licence to Dance   
As part of the Explore Your Archive Campaign run by the Archives and Records Association (UK and Ireland) to raise awareness of archives Waterford County Archive would like to invite you to explore the Licence to Dance in Waterford. 

[ See full details ... ] Storybox: A Step in Time    
As part of the Explore Your Archive Campaign run by the Archives and Records Association (UK and Ireland) to raise awareness of archives Waterford County Archive would like to invite you to explore footwear from finest fashions to the filthiest feet.


[ See full details ... ] Curraghmore Vouchers   
In the 19th century, the Curraghmore Estate was a large working estate with staff and tenants dependant upon the estate for their livelihoods. Among the surviving records for the Curraghmore Estate is a collection of vouchers that were given out by the Estate.

[ See full details ... ] Youghal Bridge - A Brief History   
A brief history of this important conduit between Waterford and Cork, to mark its 50th anniversary, which passed in 2013.

[ See full details ... ] Waterford & The Royal College of Physicians   
An interesting insight into how the College of Physicians come to own lands in County Waterford.

[ See full details ... ] 
"
Waterford City & County Council,departments/culture-heritage/archives/exhibitions/waterford-ww1/index.htm,Waterford City & County Council : Waterford in World War 1,"Introduction
   
      
  
The causes of the First World War are many and complex. In the years leading up to the outbreak of the First World War tensions were high across Europe as countires struggled for security and power. A series of alliances were struck between countries that resulted in the spread of war across Europe and far beyond in 1914. The spark that ignited the outbreak of the First World War was the assassination of Archduke Franz Ferdinand, heir to the Austria-Hungarian throne, on 28 June 1914. It was the belief of Austria-Hungary that the Serbian government were connected to those who carried out the assassination that lead them to declare war on Serbia on 31st July 1914. This, in turn, caused Russia to declare war on Austria-Hungary in support of their allies, Serbia. It was this system of alliances that pulled France, Germany and Britain into the war as well. Germany in support of its allies Austria-Hungary declared war on Russia on the 1st August and on France on the 3rd of August 1914.Britain joined the war in support of its ally Belgium. In the Treaty of London 1839 Britain committed to defend Belgium and when Germany invaded Belgium in order to counter any possible movement by France, Britain called for Germany to leave Belgium. On 4th August 1914 Britain declared war on Germany following its failure to retreat from Belgium. Ireland was still part of Britain in 1914 and as a result Ireland was at war.In 1914 the focus of Ireland was on the goal of Home Rule. John Redmond, MP for Waterford between 1891 and 1918 was the leader of the Irish Parliamentary Party. He had successfully manoeuvered to bring the Home Rule Bill, 1914 through the House of Commons and through the House of Lords, where the six counties of Northern Ireland were to be temporarily removed from the provisions of the Act, against the wishes of Redmond and the Irish Parliamentary Party. Despite the abstention of the Irish Parliamentary Party in the House of Lords, the Bill was passed and Home Rule was due to be signed into law with royal assent in September 1914 when the outbreak of the First World War intervened and postponed the enactment of Home Rule for Ireland. John Redmond called on the Irish Volunteers to support the Allies and Britain in the war effort and to join the British Army to fight.Many in Waterford responded to this call to serve and left Waterford City and County to fight and die on the battle fields of the First World War. Information on those who gave their lives can be found on the database of the Waterford War Dead. To find out more about those who served during the First World War take look through the Permanent Digital Memorial Lives of the First World War. This digital memorial provides people with the opportunity to find out more about those who served in the First World War and also to add any information they have to that memorial.The following exhibition from the archives held in Waterford City and County provides a glimpse into aspects of the First World War and life in Waterford from 1914-1918.
"
Waterford City & County Council,departments/culture-heritage/archives/index.htm,Waterford City & County Council : Archives," Waterford City and County Archives Service is an amalgamation of the City Archives in High Street, Waterford and the County Archives in Dungarvan Library, Dungarvan. The City and County Archive holds the records of local authorities in Waterford City and County, past and present and also holds private collections relating to the City and County Waterford.Archives are unique records of decisions, actions and memories and come in all formats, including, paper, digital and audio-visual. Archives provide evidence of human actions and the importance of archives has been recognised in the Universal Declaration on Archives which was adopted by the 36th Session of the General Conference of UNESCO on 10th November 2011.Visiting the Archives   
 The City and County Archive welcomes all visitors to the Archive and the Archivist and staff will provide every assistance that they can to identify the records that will be of interest to you for your research. However, the staff cannot do research on your behalf.
Members of the public may view the archives and may carry out research in accordance with the rules laid down by the archivist to ensure the safety of the archives.  We also maintain a Facebook page and a set of presentations on Slideshare. Donating and Depositing Archives   
 Copyright is a legal right over ""intellectual property"" . It restricts the right to reproduce any original work by an individual or organisation. Permission from the copyright owner must be sought to reproduce/publish their work. The records in the City and County Archive can be consulted for private study or research but copyright permission must be sought if you intend to reproduce or publish any of the archives in the City and County Archive. In the case of the local authority records in the City and County Archive you can apply to the Archivist for permission to publish.   The City and County Archive may not hold copyright ownership on private collections and you are responsible for gaining copyright permission to reproduce or publish from these collections and for any failure to comply with copyright legislation. A copy of the Copyright and Related Rights Act, 2000 can be found here. 

The images used on the website are copyright and cannot be used without permission. The City and County Archive has made every effort to acknowledge copyright owners and the Archivist would appreciate it if any copyright owner not acknowledged on the website would get in contact so that this can be rectified. Accessing Personal Information  

Waterford City and County Archives Service holds collections of records that sometimes contain personal information about individuals and it is the policy of Waterford City and County Archive Service not to release any personal information until 100 years old. This is in compliance with the Data Protection Act, 1988 and the Data Protection (Amendment) Act, 2003.

It can be tempting to assume that when a record is closed to access there are deep, dark secrets being hidden but personal information can simply refer to the name and address of a person.

The goal of the Archive Services is to provide access to information and in the case of personal information it is still possible to access these records provided you are the person to whom they relate or that you have the permission of the person to whom they relate. If the person to whom the records relate is deceased then you must provide evidence in the form of their Death Certificate to gain access to the records. If you are researching your family history and you would like to access records you believe relate to your family then you must provide the evidence of your research showing your connection to the person/s in the records.

The Archive Service will facilitate researchers in as far as possible to help identify if the records relate to their family but cannot provide access to personal information without certainty that the records are definitely relating to the family in question. In cases where this is uncertain the records will not be accessible.

If you have any queries about accessing personal information or any of the collections in the Archives please contact the Archivist at archivist@waterfordcouncil.ieCollecting Policy of Waterford City and County Archive  
    The City and County Archive works to preserve collections of archives relating to the history and development of Waterford City and County. The records are stored in environmentally controlled conditions and care is taken to ensure they are stored and handled in a manner that ensures their long-term preservation. The goal of the City and County Archive is not only to ensure the preservation of its records but also to make these records available to researchers in Waterford and beyond. 

In general, it is the policy of the City and County Archive to collect related groups of records rather than individual items, as this ensures that the records can provide a more complete and accurate picture of an organisation, business, family estate or institution. Also, the research value of the records may be diminished if they are removed from their original source.  If you have a collection of material that you feel is of historic interest in relation to the City and County of Waterford, then please contact the Archivist.
    
    058-21144
Archivist : Joanne Rothwell 
archivist@waterfordcouncil.ie
"
Waterford City & County Council,departments/culture-heritage/archives/records-management.htm,Waterford City & County Council : Records Management,"The City and County Archive provides Records Management Services to Waterford City and County Council. Records have a three-stage life cycle:

Current: records are stored within the offices and are frequently required by staff in order to carry out the functions of their section.
 Non-current: records become non-current when they are needed for only occasional reference or in order to meet legal or financial obligations. When records are non-current they are taken out of the offices and stored in a Records Centre.
 Archive/Dispose: records that are no longer required by the local authority are destroyed or transferred to the Archive. Records Management Policy  
 This is the policy document for Records Management in Waterford City & County Council
Records Centre Procedures document. This document contains the relevant procedures for the Records Centre.
National Retention Policy 
The National Retention Policy for Local Authority Records is the Records Schedule used by Waterford City and County Council in common with other local authorities in Ireland. It is a Records Schedule, which states how long each stage of the life cycle lasts and states whether or not the records are to be sent to the Archive or disposed of. It was drawn up by a group of Freedom of Information Officers and Local Authority Archivists in consultation with staff in the local authorities and published by the Local Government Management Services Board in 2002. 
National Retention Policy 
The National Retention Policy for Local Authority Records is the Records Schedule used by Waterford City and County Council in common with other local authorities in Ireland. It is a Records Schedule, which states how long each stage of the life cycle lasts and states whether or not the records are to be sent to the Archive or disposed of. It was drawn up by a group of Freedom of Information Officers and Local Authority Archivists in consultation with staff in the local authorities and published by the Local Government Management Services Board in 2002. 
"
